2025-11-03 01:25:05.072 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.batchDeleteContacts
2025-11-03 01:25:05.072 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.batchDeleteBySupplierIds
2025-11-03 01:25:05.072 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.updatePrimaryStatus
2025-11-03 01:25:05.075 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.insert
2025-11-03 01:25:05.077 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.delete
2025-11-03 01:25:05.079 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.deleteByMap
2025-11-03 01:25:05.081 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.deleteById
2025-11-03 01:25:05.084 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.deleteBatchIds
2025-11-03 01:25:05.088 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.update
2025-11-03 01:25:05.090 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.updateById
2025-11-03 01:25:05.091 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectById
2025-11-03 01:25:05.092 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectBatchIds
2025-11-03 01:25:05.095 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectByMap
2025-11-03 01:25:05.098 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectOne
2025-11-03 01:25:05.101 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectCount
2025-11-03 01:25:05.105 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectMaps
2025-11-03 01:25:05.108 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectMapsPage
2025-11-03 01:25:05.110 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectObjs
2025-11-03 01:25:05.113 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectList
2025-11-03 01:25:05.116 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.ContactMapper.selectPage
2025-11-03 01:25:05.117 DEBUG 50559 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [/Users/yangyang/Desktop/pro/taihe/taihe_java/aifengshui/backcentral/target/classes/mapper/ContactMapper.xml]'
2025-11-03 01:25:05.130 DEBUG 50559 --- [main] c.b.m.core.MybatisConfiguration          : addMappedStatement: com.cn.taihe.back.suppliers.mapper.EvaluationMapper.selectEvaluationsByCondition
